clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging
brgnya ori suaranya bagus bassnya keren dpt buku manual dan ear bud spt yg di deskripsikan warnanya cute bgttt super,1,0,0,0,1,0
barang cepat sampai dan sesuai dengan pesanan,0,0,1,0,1,0
barang diterima dengan baik packaging jg aman thanks seller,0,0,0,1,0,1
barang bagus,1,0,0,0,1,0
nicee,0,0,0,0,0,0
paking aman seller responsif barang bagus,1,0,0,1,1,1
barang tersegel dan kemasan rapi dikirimkan versi sa,0,0,0,0,0,1
barang bagus original mulus dan sampai dengan selamat next mau order lagi,1,0,1,0,1,0
hedsetnya baguuuusss cuma pengiriman nya lambat karena kurir jne hampir semingguan tunggu,0,0,1,1,1,0
barang bagus dan original pengiriman cepat barang dipacking dengan rapi iphone berfungsi dengan baik,1,0,1,1,1,1
bagus mantab sesuai ori,1,0,0,0,1,0
keren pokoknya belum coba buat membandingkan dengan merk lain harga murah tpi nyaman di telinga dari suara dan jga bantalan masuk ke telinganya semoga awet,0,1,0,0,0,1
paket sampai tepat waktu packaging nya bagus banget amann produk ori,1,0,1,0,1,1
memang beli di origin store paling benar barang bagus packing juga bagus cepet sampe dan sesuai tidak ada drama barang juga benar mulus seperti beli di mi store offline hab,1,0,0,1,1,0
hp bagus dapat yang garansi tam namun tidak tau permainan sales atau gimana seller menawarkan perubahan warna hp dengan alasan stock kosong tapi di etalase toko masih dijual,1,0,0,1,1,0
barangnya ori tapi nyampenya lambat harian,0,0,1,1,1,0
paketku sudah datang kemaren bang afdhal ternyata real tadinya kepikiran takut gk sesuai harapan ternyata beneran hp yg datang terimakasih bang afdhal semuga sukses se,0,0,0,0,0,0
josss,0,0,0,0,0,0
berfungsi dgn baik mantabsss,0,0,0,1,0,0
best shop best service best price best delivery best semua deh dan pastinya original ibox,1,0,0,0,0,0
mantappp josssss mantuulllllll kerennn next time xiaomi,1,0,0,0,0,0
bagus sudah kali beli dsni alhamdulillah brng ny berfungsi dngan baik,1,0,0,1,1,0
mantttttaaaappp terima kasih miiiinnnnnnnnn,0,0,0,0,0,0
barang bagus dan normal tapi sayang untuk packaging perlu di tingkatkan lagi bubble wrap nya tidak cukup tebal screen protector nya sampe retak,1,0,0,1,1,1
sesuai dengan kualitas,1,0,0,0,0,0
sesuai dan amanah,0,0,0,0,0,1
alhamdulilah sampe dengan selamat tidak ada kendala apapun insya allah amanah dan aman ini toko nya,0,0,1,1,0,1
bagus banget min hny single card,1,0,0,0,1,0
bagus sesuai deskripsi produk,1,0,0,0,1,0
keren sesuai deskripsi pokonya sangat bagus,1,0,0,0,1,0
untuk kualitas barangnya bagus cuma agak sedikit penyok dusnya kaya yang sudah kebanting banting,1,0,0,0,1,1
alhamdulillah hp nya sesuai pesanan,0,0,0,0,0,0
barang bagus orii minusnyaa kirim lambat baget hari ke bru di kirim,1,0,1,1,1,0
pppppppppppppppoooooooopppppppppppppl,0,0,0,0,0,0
performa sangat baik suaranya jernih stereo joosss,0,0,0,1,0,0
rekomended seller semua dibantu dari pengiriman dll origina pa a resmi no blockir blockir pokonya the best,0,0,0,0,0,0
terima kasih,0,0,0,0,0,0
barang bagus diterima dengan aman pengiriman cepat,1,0,1,0,1,1
bagus,1,0,0,0,1,0
hp nya bagus mudahan awet di pake nya,1,0,0,0,1,0
belum di unboxing soalnya buat hadiah tq,0,0,0,0,0,0
barang oriii packaging aman banget dilapis bube wrap bejibuunn sealed pokoknya rill lah tcuyy,0,0,0,0,0,1
barang bagus,1,0,0,0,1,0
sesuai dan bergaransi resmi,0,0,0,0,0,0
bagus bagus ori terpercaya garansi resmi bersegel mksh,1,0,0,0,1,0
bagus bagus redmi pad diterima dengan baik hatur nuhun,1,0,0,1,1,0
garansi resmi aman cs membantu dengan ramah,0,0,0,1,0,1
alhamdulillah ya allah selamat sampai dirumah id express emg secepet itu yaa seri pa a guysss bakal langganan sih di ismile pertama beli ip disini benar sesuai eksp,0,0,1,0,0,0
sudah dri kemarin sampai maaf baru bisa kasih ulasan intinya real pict dg yg dispill thanks sudah amanah,0,0,0,0,0,1
alhamdulillah barang original dan tidak ada kekurangan nya,1,0,0,1,0,0
boges,0,0,0,0,0,0
b a r a n g n y a b a g u s p e n g i r i m a n c e p a t p a c k i n g a m a n,0,0,0,0,0,0
maaf sdg di luar kota tapi percaya koq brgnya bagus terima kasih seller,1,0,0,0,1,0
samsung a midrange andalan di datang dengan selamat kemarin dan sumpah peralihan dari yang biasanya hz dan super lemot masih pake a sekarang jadi sat set,0,0,1,0,1,0
jangan ragu untuk beli hp ini,0,0,0,0,0,0
moga awet yaaa,0,0,0,0,0,0
barang masih segel top dan ori pengiriman ke kurir nya juga cepat dan responsif seller nya bagus semoga tidak kenapa deh ini barang nya,1,0,1,1,1,0
sesuai pesanan oppo a garansi resmi mantaaappppppsss pokoknya terima kasih,0,0,0,0,0,0
pengiriman lumayan cepat paket dibungkus rapih aman tebal jam tangan mulus tidak ada baret isi lengkap ada kartu garansi baterai jam kosong harus di charge dulu daya b,0,0,1,1,1,1
recomended seller barang ori terjamin,0,0,0,0,0,0
barang bagus saya puas,1,0,0,0,1,0
kecewa semoga ada perbaikan utk selanjutnya,0,0,0,1,0,0
bagus,1,0,0,0,1,0
barang sampai kondisi mulus,0,0,0,0,0,0
bagus,1,0,0,0,1,0
barng oriii baru kmaren pesan besokk y sudah dtng ajh krennn,0,0,0,0,0,0
barang ori admin cepat responsif banget dan informatif trus ojolnya juga amanah barang aman ke terima maaf tidak bisa upload video unbocingnya terlalu lambat menit min,0,0,1,1,1,1
barang bagus suara mantep,1,0,0,0,1,0
barang sudah sampai sesuai dengan pesanan ori berfungsi baik responsif penjual bagus informasi yg diberikan bagus packing standar pengiriman standart semoga awet,1,0,0,1,1,0
rekomendasi kiriman dg kurir gosend instant cepat walaupun sedikit butuh waktu untuk menanyakan jam dikirimkan chat dg admin sangat responsif boleh banget beli la,0,0,1,1,1,0
gila ngerih iphonr pro max yang putih bikin mata melirik dari segala penjuru,0,0,0,0,0,0
sesuai pesanan,0,0,0,0,0,0
bagus,1,0,0,0,1,0
barang cepat sampai sesuai deskripsi barang masih tersegel dgn aman terima kasih,0,0,1,0,1,1
bagus agacaus sbsjsnsvsjsnsvshz z zhzh svsjs s,1,0,0,0,1,0
sesuai deskripsi dan ekspektasi pengiriman sangat cepat packing tebal dan aman,0,0,1,0,1,1
puas terimakasih,0,0,0,0,0,0
barangnya bagus masih segel lengkap moga awet,1,0,0,0,1,0
terimakasih barang sudah diterima dengan baik,0,0,0,1,0,0
bagus dan sesuai,1,0,0,0,1,0
alhamdulillah amanah barang bagus,1,0,0,0,1,1
bagus sehari sampe,1,0,0,0,1,0
bagus,1,0,0,0,1,0
terima kasih banyak packaging nya berlapis lapis jadi aman sampai ditangan saya semoga awet ya thanks samsung,0,0,0,0,0,1
alhamdulillah baik dapat casing juga sudah di pakai mingguan aman sudah cek imei juga terdaftar,0,0,0,1,0,1
sesuai ekspetasi terimakasih,0,0,0,0,0,0
tjakepp seller cepat response sesuai dengan pesanan,0,0,1,1,1,0
hp sudah diterima cuma versi hp yang yt gk ada casa an nya harus bli terpisah,0,0,0,0,0,0
barang diterima masih segel tidak nyesel belanja di toko ini,0,0,0,1,0,0
alhamdulillah paketnya sudah nyampe kadang suka was kalau psn hp di online takut tidak nyampe alhamdulillah kalau sama j t percaya langsung di cek hpnya alham,0,0,0,1,0,0
smart band bagus dengan harga yang cukup terjangkau cocok untuk menemani aktifitas olah raga yang tidak terlalu intense membutuhkan sensor mencukupi pengirman masih bagus,1,1,0,1,1,0
amanah bangettt seller nya juga ramaahh baikk merespon dengan cepatt hp kondisi amann dan lancar jaya the best,0,0,1,1,1,1
sejauh ini gacor sih memang minus dari frame metal itu gampang panas tapi gampang juga adem sangat sebanding it buat dibeli kamera juga cukup banget buat harga segini bua,0,1,0,0,1,0
bagus original kemasan aman rekomended seller,1,0,0,0,1,1
barang setelah saya pakai hari tiba bluetootnya hilang admin gabisa di hubungi no responsif mending beli mouse yang jelas aja merk logitech pengalaman perta,0,0,1,1,0,1
bagus barang masih segel ori bagus,1,0,0,0,1,0
saya pengguna vivo selama ini barang selalu bagus semoga yang kali ini juga awet,1,0,1,0,1,0
masya allah barang hp nya sdh sampe dan sesuai yg di iklan kan barang baru masi di segel,0,0,0,0,0,0
pertama beli disini alhamdulillah aman amanah terpercaya pengiriman cepat packing rapih bubble warp tebal banget pokonya bagus,1,0,1,0,1,1
bagus,1,0,0,0,1,0
pengiriman super cepat ke tanj pinang,0,0,1,0,1,0
overall aman packing aman poll sayangnya request paa saa yang datang id a but it s bagus,1,0,0,0,1,1
bukan menilai barang cma menilai kualitas admin yang tidak jelas,1,0,0,1,0,0
main game lancar aja,0,0,0,0,1,0
mntb,0,0,0,0,0,0
berfungsi dengan baik pengiriman cepat cakeep,0,0,1,1,1,0
sangat ramah dan fastrespon meski pihak pengirimannya yg lambat,0,0,1,1,1,0
bagus,1,0,0,0,1,0
pengiriman cepat barang sesuai pesanan baguss juga jangan ragu belanja di toko ini pokonya baguss sellernya juga ramah,1,0,1,1,1,0
mantab,0,0,0,0,0,0
barang ori minta gdn dikasih garansi bagus,1,0,0,0,1,0
bagus semoga awet,1,0,0,0,1,0
ori dan terpercaya,0,0,0,0,0,0
alhamdulillah hari sampai,0,0,0,0,0,0
bagus amanah bisa jadi pelanggan tetap nih tambah sukses buat toko ini,1,0,0,0,1,1
beli karena dimensi layarnya mirip pm jdi punya devices layar lega deh,0,0,0,0,0,0
bagus ko,1,0,0,0,1,0
layanan memuaskan barang sesuai deskripsi sdkit saran kalau pengiriman luar pulau apalagi pkek jnttruk sebaik nya paking kayu biar lbih aman,0,0,0,1,1,1
kejernihan lensa sangat bagid kualitas pengerjaan bagus performa sistem bagus,1,0,0,0,1,0
cepet konek ya tingal pencet exterder pencet wps pencet exterder konek dah,0,0,0,0,0,0
barang ori sesuai pelayanan ramah responsif chat baik jgn ragu belanja di toko resmi oppo yg ada centang biru nya ya,0,0,0,1,0,0
barang asri bergaransi puas sama tokox,0,0,0,0,0,0
barang ori terjamjn lah kalau di official,0,0,0,0,0,0
barang original warna sesuai,1,0,0,0,0,0
bagus alhamdulillah barang mendarat dengan selamat,1,0,1,0,1,0
hp nya sudah sampai tapi kecewa bangat ngak ada gift atau bonusnya sma sx cman hp doang sudah mahal mahal beli berharap dpat gift atau bonus tapi ngak ada kecewa mau dicoba,0,1,0,0,0,0
bagus terjamin mantaaafff,1,0,0,0,1,0
barang masih segel berfungsi dengan baik packing nya juga bagus no penyok bagus lah semoga awet aja,1,0,0,1,1,1
adminnya responsif,0,0,0,1,0,0
bagus,1,0,0,0,1,0
mantabb pengirman cepat dan tidak ada lecet sama sekali iphone ori dan bergaransi pokoknya terbaik deh buat ismile,0,0,1,1,1,0
cocok untuk ngojol awet baterainya kencang chargernya dan terang banget di kondisi cuaca panas medan semoga awet juga kualitas dan after salesnya,1,0,0,0,1,0
bagus,1,0,0,0,1,0
tinggal unlock bootloader ternyata prosesnya ribet sekarang jangan sampe xiaomi ikut mempersulit proses ngoprek mengoprek kalo tidak mau ditinggalin banyak usernya,0,0,0,1,0,0
top segel ori pengiriman cepat,0,0,1,0,1,0
barang sudah nya sudah sampai,0,0,0,0,0,0
tidak perlu di ragukan lagi kualitas terbaik biarkan bintang berbicara,1,0,0,1,1,0
alhamdulillah bagus barang nya,1,0,0,0,1,0
barang sampai masih segel sesuai deskripsi,0,0,0,0,0,0
pengiriman agak lambat,0,0,1,1,1,0
barangnya original dari official store kondisi aman keluhan saya cuma pemilihan jasa kirim kurir yang kurang sesuai oleh pihak penjual sehingga terkendala pada pengi,1,0,0,0,0,1
aman mulus,0,0,0,0,0,1
order rapi aman lengkap lancar dipakai,0,0,0,0,1,1
alhamdulillah barang sesuai makasih tokopedia end seller,0,0,0,0,0,0
barang datang dlm keadaan aman masih segel penghantaran cepat dan aman semoga barangnya awet y,0,0,1,0,1,1
selalu original selalu garansi resmi aman pokoknya,1,0,0,0,0,1
bagus,1,0,0,0,1,0
barangnya masih disegel packagingnya rapi pake bubblewrap jdi brbgnya tidak retak dan tidak lecet,0,0,0,1,0,1
barang bagus sesuai deskripsi seller ramah banyak ditanya pun tetap dijawab packing aman responsif rekomendasi langsung dipasangin ke strap lain,1,0,0,1,1,1
barang masih segel dan bergaransi samsung sudah dipakai dan sebanding to buy ada s pen nya mantab,0,1,0,0,0,0
bagus performanya,1,0,0,0,1,0
keren,0,0,0,0,0,0
sangat bagus,1,0,0,0,1,0
barang ori pelayanan bagus pengiriman aman dan cepat,1,0,1,0,1,1
bagus bagus good job,1,0,0,0,1,0
barang bagus cuma pengiriman nya bermasalah lambat barang sempet tidak ketemu digudang nya jangan pake id express guys,1,0,1,1,1,0
barang alhamdulillah sampe walau terkendala di kurir saran saja kalau ada yg mau cek out mending jangan pake kurir rekomendasi bikin jantungan,0,0,0,0,0,0
barang sesuai,0,0,0,0,0,0
ini sesuai ekspektasi banget guys ngak nyesel pesan di toko ini,0,0,0,0,0,0
dijamin asli bagus banget,1,0,0,0,1,0
perdana beli barang bagus pengiriman cepat walau ada sedikit kenadal terimakasih seller semoga awet,1,0,1,0,1,0
barang masih disegel waktu sampai dan ada garansi resminya berfungsi dengan baik kualitas barang original ekspedisi dan kurir tepat waktu dan ramah sukses selalu semu,1,0,1,1,0,0
bagus sayang nya kabel aga pendek,1,0,0,0,1,0
barang kondisi baik sesuai dan tidak ada problem,0,0,0,1,0,0
bagus,1,0,0,0,1,0
bagus sudah dipakai untuk kondisi lapangan,1,0,0,0,1,0
bagus terima kasih,1,0,0,0,1,0
bagus hp nya next bakal order lagi,1,0,0,0,1,0
barang sudah sampai dengan selamat segel utuh nyala semua normal semoga awet terimakasih,0,0,1,0,0,0
sellernya baik thankyou,0,0,0,1,0,0
masya allah tabarakallah sesuai,0,0,0,0,0,0
saya kasih bintang karena barang yg dikirim beda tipe dan pengiriman nya sempat tertunda mohon penjual lebih teliti lagi dalam pengiriman barang agar tidak terjadi salah,0,0,0,1,1,0
barang original official asli berfungsi dengan baik sebanding it banget buat hrgasegitu speknya tidak main main bagus banget pengiriman cepet packing jga aman,1,1,0,1,1,1
bagus,1,0,0,0,1,0
walaupun ada drama dag dig dug akhirnya nyampe dengan selamat dehh makasihh yaa,0,0,1,0,0,0
good banget pokoknya memuaskan sekali kurir ramah banget trimakasih buat tokonya,0,0,0,1,0,0
so far so good sampai dengan aman so far so good sampai dengan aman,0,0,0,0,0,1
barang sudah diterima sesuai pesanan,0,0,0,0,0,0
pengiriman cepat responsif penjual ramah,0,0,1,1,1,0
keren barang ori dan daya tahan baterai sangat baik,0,0,0,1,0,0
perfect,0,0,0,0,0,0
mantebh benar transaksi lancar barang dikirim dengan baik,0,0,0,1,1,0
paket sesuai semoga awett,0,0,0,0,0,0
bagus kokoh sangat sangat bagus sekali pengiriman juga sangat cepat,1,0,1,0,1,0
barang asli harga bersaing kualitas bagus pelayanannya terbaik,1,0,0,1,1,0
sdh sampai dengan selamat,0,0,1,0,0,0
terimakasih barng yg kupesan sudah datng,0,0,0,0,0,0
bagus barang dikirim sesuai pesanan,1,0,0,0,1,0
bagus original sudah dites okey kiriman ontime,1,0,1,0,1,0
barang sudah saya terima dengan kondisi aman dan baik terima kasih kak ini ya untuk teman yg ingin order ditokoh ini aja tokoh ini sudah amanah bagus,1,0,0,1,1,1
rekomendasi seller terima kasih,0,0,0,0,0,0
terpercaya,0,0,0,0,0,0
sangat puas dengan kualitas dan kelengkapannya,1,0,0,0,0,0
good seller keepitup,0,0,0,0,0,0
bagus secepat burok pengirimannya,1,0,1,0,1,0
great,0,0,0,0,0,0
bagus min original sukses selalu vivo indonesia,1,0,0,0,1,0
bagus kurirnya juga ramah brg cepat sampai,1,0,1,1,1,0
pengiriman cepat barang ori bagus tidak ada yg buruk,1,0,1,1,1,1
barang ori sampai ke tujuan tepat waktu packing juga bagus aman banget bestt,1,0,1,0,1,1
bagus,1,0,0,0,1,0
cepet juga ya ternyata terimakasih seller n kurirnya hp y bagus pengiriman cepat real picture,1,0,1,0,1,0
cepet prlayanannya puass,0,0,0,0,0,0
fitur lengkap dan sangat bisa diandalkan memuaskan,0,0,0,0,0,0
bagus gan iphone nya sampai dengan selamat ini foto nya pakai iphone,1,0,1,0,1,0
bagus untuk penggunaan orang tua next order lagi ganti a ke a tentunya pakai,1,0,0,0,1,0
bagus,1,0,0,0,1,0
kren relpik bagus banget,1,0,0,0,1,0
tidak bisa di cancel padahal hanya selang beberapa menit saja,0,0,0,1,0,0
paket yang ditunggu tunggu sudah sampai pengirimannya standar tiga hari sampe karena masih dipulai jawa aku tidak bisa move on dari samsung meskipun batre hp ini terb,0,0,0,1,0,0
sesuai harga,0,0,0,0,0,0
terima kasih,0,0,0,0,0,0
sesuai pesanan thanks xiaomi,0,0,0,0,0,0
bagus,1,0,0,0,1,0
packing barang sangat aman seksli segel rapih kualutas bagus,1,0,0,0,1,1
pertama kali beli hp dri brand vivo semoga tidak dibikin kecewa seperti hp samsul sudah dipakek seharian batrei nya awet,0,0,0,1,0,0
original sesuai request thank kak,1,0,0,0,0,0
alhamdulillah barang sudah sampai dan sesuai dengan deskripsi tapi saya kasih notes untuk pengiriman yang lambat,0,0,1,1,1,0
bagus jir,1,0,0,0,1,0
bagus banget sesuai pesanan,1,0,0,0,1,0
alhamdulillah barang tiba dengan selamat barang sesuai dengan yg sy pesanan terimakasih vivo indonesia,0,0,1,0,0,0
yang ditunggu dateng juga hpnya cakep bezel tipis dengan frame metal terasa mewah tes antutu tidak sampai jt mgkin karna tidak ditempat ber ac pas nge tesnya btw hoki banget,0,0,0,1,0,0
barang bagus semoga kualitasnya juga terjamin pelayanan cepat,1,0,1,0,1,0
pengiriman cepat dan sesuai deskripsi,0,0,1,0,1,0
pembelian untuk k kali nya hasil memuaskan,0,0,0,0,0,0
sesuai semoga awet bagus sip tanks semoga awet,1,0,0,0,1,0
barang tersegel rapi sudah dicoba barang bagus dan original,1,0,0,0,1,1
deliv cuman hari dan barang aman sampai tujuan,0,0,0,0,0,1
gud,0,0,0,0,0,0
original semoga awet,1,0,0,0,0,0
gacor kanggg akhirnya kesampaian juga megang ni hp,0,0,0,0,0,0
barang sesuai,0,0,0,0,0,0
bagus hp nya ori,1,0,0,0,1,0
pengiriman cepat produk aman,0,0,1,0,1,1
saya sangat kecewa sama oppo store indonesia setelah di arahkan utk beli kabel data nya dan mereka bilang super vooc pas barang nya dateng kabel datanya tidak dukung sup,0,0,0,1,0,0
lens clarity quality of work system performance,0,0,0,0,1,0
tiktok terbaik suka belanja di tiktok,0,0,0,1,0,0
bagus sesuai perikraan mudah untuk hardware soft ware nya aman juga,1,0,0,0,1,1
sesuai nama mouse nya nyaman banget pas di tangan dipake lambat tidak pegel,0,0,1,1,1,1
bagus,1,0,0,0,1,0
kualitas suara bagus bagus bentuk case bulat tidak sempurna polos warna putih bagus minimalis earphone nyaman di telinga,1,0,0,1,1,1
terima kasih barang sesuai dengan gambarnya,0,0,0,0,0,0
bagus walau gw harus ambil sendiri paketnya ke idx,1,0,0,0,1,0
good job,0,0,0,0,0,0
alhamdulillah,0,0,0,0,0,0
terimakasih barangx ori bagus n mulus pngirimannya jg cepat,1,0,1,0,1,0
sampai dengan selamat,0,0,1,0,0,0
barang original packing aman pokoknya bagus moga awet sinyal belu di coba,1,0,0,0,1,1
dapat harga di bawah juta sebanding it banget batre bandel layar bagus satsetsatset cuma kurang di kamera tapi tidak peduli sisanya sudah bagus banget pembelian terbaik,1,1,0,1,1,0
benar benar bagus,1,0,0,0,1,0
alhamdulillah paket ny sudah mendarat d tempat pelanggan mf g sempet d unboxing k buru dah d kasih ma pelanggan mudah an hp ny awet dan g da kendala next order lagi m,0,0,0,0,1,0
segel berlapis packing rapi bubblewrap dgn kardus trus bubblewrap aman dari gun angan,0,0,0,0,0,1
overall baik produk sesuai kualitas barang baik pengiriman lambat karna pas hari libur harga terjangkau penjual menjawab pertanyaan hanya lambat mungkin karna hari libur,1,1,1,1,1,0
alhamdulillah mendarat dengan selamat packing nya tingkatin lgi min biar tambah aman,0,0,1,0,0,1
alhamdulillah barusan paket pesanan hp oppo uda sampai dengan aman makasih seller uda jadi langganan aku pesan di live nya bang afdhal maaf video unboxing kok tidak bisa ke,0,0,0,1,0,1
terima kasih barang sudah sampai dan berjalan dengan baik dan sudah di tes arigatou,0,0,0,1,0,0
joss gandoss kemasan aman pengiriman cepat seller satset,0,0,1,0,1,1
bubble wrap lumayan tebel dan pas terbuka taraaaa beneran asli original tam tidak usah ragu beli iphone di toko ini terima kasih seller dan tokopedia,1,0,0,1,0,1
hpnnya mendarat dengan slamat mudah an awet hpnya trimaksih oppo,0,0,1,0,0,0
sesuai pesanan di kasih pa a seller nya ramah,0,0,0,1,0,0
alhamdulillah aman gk ada yg lecet,0,0,0,0,0,1
